datetime,trend_identified
2022-05-05 18:30:00,-1.0
2022-05-05 18:33:00,-1.0
2022-05-05 18:36:00,-1.0
2022-05-05 18:39:00,-1.0
2022-05-05 18:42:00,-1.0
2022-05-05 18:45:00,-1.0
2022-05-05 18:48:00,-1.0
2022-05-05 18:51:00,-1.0
2022-05-05 18:54:00,-1.0
2022-05-05 18:57:00,-1.0
2022-05-05 19:00:00,-1.0
2022-05-05 19:03:00,-1.0
2022-05-05 19:06:00,-1.0
2022-05-05 19:09:00,-1.0
2022-05-05 19:12:00,-1.0
2022-05-05 19:15:00,-1.0
2022-05-05 19:18:00,-1.0
2022-05-05 19:21:00,-1.0
2022-05-05 19:24:00,-1.0
2022-05-05 19:27:00,-1.0
2022-05-05 19:30:00,-1.0
2022-05-05 19:33:00,-1.0
2022-05-05 19:36:00,-1.0
2022-05-05 19:39:00,-1.0
2022-05-05 19:42:00,-1.0
2022-05-05 19:45:00,-1.0
2022-05-05 19:48:00,-1.0
2022-05-05 19:51:00,-1.0
2022-05-05 19:54:00,-1.0
2022-05-05 19:57:00,-1.0
2022-05-05 20:00:00,-1.0
2022-05-05 20:03:00,-1.0
2022-05-05 20:06:00,-1.0
2022-05-05 20:09:00,-1.0
2022-05-05 20:12:00,-1.0
2022-05-05 20:15:00,-1.0
2022-05-05 20:18:00,-1.0
2022-05-05 20:21:00,-1.0
2022-05-05 20:24:00,-1.0
2022-05-05 20:27:00,-1.0
2022-05-05 20:30:00,-1.0
2022-05-05 20:33:00,-1.0
2022-05-05 20:36:00,-1.0
2022-05-05 20:39:00,-1.0
2022-05-05 20:42:00,-1.0
2022-05-05 20:45:00,-1.0
2022-05-05 20:48:00,-1.0
2022-05-05 20:51:00,-1.0
2022-05-05 20:54:00,-1.0
2022-05-05 20:57:00,-1.0
2022-05-05 21:00:00,-1.0
2022-05-05 21:03:00,-1.0
2022-05-05 21:06:00,-1.0
2022-05-05 21:09:00,-1.0
2022-05-05 21:12:00,-1.0
2022-05-05 21:15:00,-1.0
2022-05-05 21:18:00,-1.0
2022-05-05 21:21:00,-1.0
2022-05-05 21:24:00,-1.0
2022-05-05 21:27:00,-1.0
2022-05-05 21:30:00,-1.0
2022-05-05 21:33:00,-1.0
2022-05-05 21:36:00,-1.0
2022-05-05 21:39:00,-1.0
2022-05-05 21:42:00,-1.0
2022-05-05 21:45:00,-1.0
2022-05-05 21:48:00,-1.0
2022-05-05 21:51:00,-1.0
2022-05-05 21:54:00,-1.0
2022-05-05 21:57:00,-1.0
2022-05-05 22:00:00,-1.0
2022-05-05 22:03:00,-1.0
2022-05-05 22:06:00,-1.0
2022-05-05 22:09:00,-1.0
2022-05-05 22:12:00,-1.0
2022-05-05 22:15:00,-1.0
2022-05-05 22:18:00,-1.0
2022-05-05 22:21:00,-1.0
2022-05-05 22:24:00,-1.0
2022-05-05 22:27:00,-1.0
2022-05-05 22:30:00,-1.0
2022-05-05 22:33:00,-1.0
2022-05-05 22:36:00,-1.0
2022-05-05 22:39:00,-1.0
2022-05-05 22:42:00,-1.0
2022-05-05 22:45:00,-1.0
2022-05-05 22:48:00,-1.0
2022-05-05 22:51:00,-1.0
2022-05-05 22:54:00,-1.0
2022-05-05 22:57:00,-1.0
2022-05-05 23:00:00,-1.0
2022-05-05 23:03:00,-1.0
2022-05-05 23:06:00,-1.0
2022-05-05 23:09:00,-1.0
2022-05-05 23:12:00,-1.0
2022-05-05 23:15:00,-1.0
2022-05-05 23:18:00,-1.0
2022-05-05 23:21:00,-1.0
2022-05-05 23:24:00,-1.0
2022-05-05 23:27:00,-1.0
2022-05-05 23:30:00,-1.0
2022-05-05 23:33:00,-1.0
2022-05-05 23:36:00,-1.0
2022-05-05 23:39:00,-1.0
2022-05-05 23:42:00,-1.0
2022-05-05 23:45:00,-1.0
2022-05-05 23:48:00,-1.0
2022-05-05 23:51:00,-1.0
2022-05-05 23:54:00,-1.0
2022-05-05 23:57:00,-1.0
2022-05-06 00:00:00,-1.0
2022-05-06 00:03:00,-1.0
2022-05-06 00:06:00,-1.0
2022-05-06 00:09:00,-1.0
2022-05-06 00:12:00,-1.0
2022-05-06 00:15:00,-1.0
2022-05-06 00:18:00,-1.0
2022-05-06 00:21:00,-1.0
2022-05-06 00:24:00,-1.0
2022-05-06 00:27:00,-1.0
2022-05-06 00:30:00,-1.0
2022-05-06 00:33:00,-1.0
2022-05-06 00:36:00,-1.0
2022-05-06 00:39:00,-1.0
2022-05-06 00:42:00,-1.0
2022-05-06 00:45:00,-1.0
2022-05-06 00:48:00,-1.0
2022-05-06 00:51:00,-1.0
2022-05-06 00:54:00,-1.0
2022-05-06 00:57:00,-1.0
2022-05-06 01:00:00,-1.0
2022-05-06 01:03:00,-1.0
2022-05-06 01:06:00,-1.0
2022-05-06 01:09:00,-1.0
2022-05-06 01:12:00,-1.0
2022-05-06 01:15:00,-1.0
2022-05-06 01:18:00,-1.0
2022-05-06 01:21:00,-1.0
2022-05-06 01:24:00,-1.0
2022-05-06 01:27:00,-1.0
2022-05-06 01:30:00,-1.0
2022-05-06 01:33:00,-1.0
2022-05-06 01:36:00,-1.0
2022-05-06 01:39:00,-1.0
2022-05-06 01:42:00,-1.0
2022-05-06 01:45:00,-1.0
2022-05-06 01:48:00,-1.0
2022-05-06 01:51:00,-1.0
2022-05-06 01:54:00,-1.0
2022-05-06 01:57:00,-1.0
2022-05-06 02:00:00,-1.0
2022-05-06 02:03:00,-1.0
2022-05-06 02:06:00,-1.0
2022-05-06 02:09:00,-1.0
2022-05-06 02:12:00,-1.0
2022-05-06 02:15:00,-1.0
2022-05-06 02:18:00,-1.0
2022-05-06 02:21:00,-1.0
2022-05-06 02:24:00,-1.0
2022-05-06 02:27:00,-1.0
2022-05-06 02:30:00,-1.0
2022-05-06 02:33:00,-1.0
2022-05-06 02:36:00,-1.0
2022-05-06 02:39:00,-1.0
2022-05-06 02:42:00,-1.0
2022-05-06 02:45:00,-1.0
2022-05-06 02:48:00,-1.0
2022-05-06 02:51:00,-1.0
2022-05-06 02:54:00,-1.0
2022-05-06 02:57:00,-1.0
2022-05-06 03:00:00,-1.0
2022-05-06 03:03:00,-1.0
2022-05-06 03:06:00,-1.0
2022-05-06 03:09:00,-1.0
2022-05-06 03:12:00,-1.0
2022-05-06 03:15:00,-1.0
2022-05-06 03:18:00,-1.0
2022-05-06 03:21:00,-1.0
2022-05-06 03:24:00,-1.0
2022-05-06 03:27:00,-1.0
2022-05-06 03:30:00,-1.0
2022-05-06 03:33:00,-1.0
2022-05-06 03:36:00,-1.0
2022-05-06 03:39:00,-1.0
2022-05-06 03:42:00,-1.0
2022-05-06 03:45:00,-1.0
2022-05-06 03:48:00,-1.0
2022-05-06 03:51:00,-1.0
2022-05-06 03:54:00,-1.0
2022-05-06 03:57:00,-1.0
2022-05-06 04:00:00,-1.0
2022-05-06 04:03:00,-1.0
2022-05-06 04:06:00,-1.0
2022-05-06 04:09:00,-1.0
2022-05-06 04:12:00,-1.0
2022-05-06 04:15:00,-1.0
2022-05-06 04:18:00,-1.0
2022-05-06 04:21:00,-1.0
2022-05-06 04:24:00,-1.0
2022-05-06 04:27:00,-1.0
2022-05-06 04:30:00,-1.0
2022-05-06 04:33:00,-1.0
2022-05-06 04:36:00,-1.0
2022-05-06 04:39:00,-1.0
2022-05-06 04:42:00,-1.0
2022-05-06 04:45:00,-1.0
2022-05-06 04:48:00,-1.0
2022-05-06 04:51:00,-1.0
2022-05-06 04:54:00,-1.0
2022-05-06 04:57:00,-1.0
2022-05-06 05:00:00,-1.0
2022-05-06 05:03:00,-1.0
2022-05-06 05:06:00,-1.0
2022-05-06 05:09:00,-1.0
2022-05-06 05:12:00,-1.0
2022-05-06 05:15:00,-1.0
2022-05-06 05:18:00,-1.0
2022-05-06 05:21:00,-1.0
2022-05-06 05:24:00,-1.0
2022-05-06 05:27:00,-1.0
2022-05-06 05:30:00,-1.0
2022-05-06 05:33:00,-1.0
2022-05-06 05:36:00,-1.0
2022-05-06 05:39:00,-1.0
2022-05-06 05:42:00,-1.0
2022-05-06 05:45:00,-1.0
2022-05-06 05:48:00,-1.0
2022-05-06 05:51:00,-1.0
2022-05-06 05:54:00,-1.0
2022-05-06 05:57:00,-1.0
2022-05-06 06:00:00,-1.0
2022-05-06 06:03:00,-1.0
2022-05-06 06:06:00,-1.0
2022-05-06 06:09:00,-1.0
2022-05-06 06:12:00,-1.0
2022-05-06 06:15:00,-1.0
2022-05-06 06:18:00,-1.0
2022-05-06 06:21:00,-1.0
2022-05-06 06:24:00,-1.0
2022-05-06 06:27:00,-1.0
2022-05-06 06:30:00,-1.0
2022-05-06 06:33:00,-1.0
2022-05-06 06:36:00,-1.0
2022-05-06 06:39:00,-1.0
2022-05-06 06:42:00,-1.0
2022-05-06 06:45:00,-1.0
2022-05-06 06:48:00,-1.0
2022-05-06 06:51:00,-1.0
2022-05-06 06:57:00,-1.0
2022-05-06 07:15:00,-1.0
2022-05-06 07:27:00,-1.0
2022-05-06 07:30:00,-1.0
2022-05-06 07:33:00,-1.0
2022-05-06 07:39:00,-1.0
2022-05-06 07:42:00,-1.0
2022-05-06 07:45:00,-1.0
2022-05-06 07:48:00,-1.0
2022-05-06 07:51:00,-1.0
2022-05-06 07:54:00,-1.0
2022-05-06 08:00:00,-1.0
2022-05-06 08:03:00,-1.0
2022-05-06 08:06:00,-1.0
2022-05-06 08:12:00,-1.0
2022-05-06 08:15:00,-1.0
2022-05-06 08:18:00,-1.0
2022-05-06 08:21:00,-1.0
2022-05-06 08:24:00,-1.0
2022-05-06 08:27:00,-1.0
2022-05-06 08:30:00,-1.0
2022-05-06 08:33:00,-1.0
2022-05-06 08:36:00,-1.0
2022-05-06 08:39:00,-1.0
2022-05-06 08:42:00,-1.0
2022-05-06 08:45:00,-1.0
2022-05-06 08:48:00,-1.0
2022-05-06 08:51:00,-1.0
2022-05-06 08:54:00,-1.0
2022-05-06 08:57:00,-1.0
2022-05-06 09:00:00,-1.0
2022-05-06 09:03:00,-1.0
2022-05-06 09:06:00,-1.0
2022-05-06 09:09:00,-1.0
2022-05-06 09:12:00,-1.0
2022-05-06 09:15:00,-1.0
2022-05-06 09:18:00,-1.0
2022-05-06 09:21:00,-1.0
2022-05-06 09:24:00,-1.0
2022-05-06 09:27:00,-1.0
2022-05-06 09:30:00,-1.0
2022-05-06 09:33:00,-1.0
2022-05-06 09:36:00,-1.0
2022-05-06 09:39:00,-1.0
2022-05-06 09:42:00,-1.0
2022-05-06 09:45:00,-1.0
2022-05-06 09:48:00,-1.0
2022-05-06 09:51:00,-1.0
2022-05-06 09:54:00,-1.0
2022-05-06 09:57:00,-1.0
2022-05-06 10:00:00,-1.0
2022-05-06 10:03:00,-1.0
2022-05-06 10:06:00,-1.0
2022-05-06 10:09:00,-1.0
2022-05-06 10:12:00,-1.0
2022-05-06 10:15:00,-1.0
2022-05-06 10:18:00,-1.0
2022-05-06 10:21:00,-1.0
2022-05-06 10:24:00,-1.0
2022-05-06 10:27:00,-1.0
2022-05-06 10:30:00,-1.0
2022-05-06 10:33:00,-1.0
2022-05-06 10:36:00,-1.0
2022-05-06 10:39:00,-1.0
2022-05-06 10:42:00,-1.0
2022-05-06 10:45:00,-1.0
2022-05-06 10:48:00,-1.0
2022-05-06 10:51:00,-1.0
2022-05-06 10:54:00,-1.0
2022-05-06 10:57:00,-1.0
2022-05-06 11:00:00,-1.0
2022-05-06 11:03:00,-1.0
2022-05-06 11:06:00,-1.0
2022-05-06 11:09:00,-1.0
2022-05-06 11:12:00,-1.0
2022-05-06 11:15:00,-1.0
2022-05-06 11:18:00,-1.0
2022-05-06 11:21:00,-1.0
2022-05-06 11:24:00,-1.0
2022-05-06 11:27:00,-1.0
2022-05-06 11:30:00,-1.0
2022-05-06 11:33:00,-1.0
2022-05-06 11:36:00,-1.0
2022-05-06 11:39:00,-1.0
2022-05-06 11:42:00,-1.0
2022-05-06 11:45:00,-1.0
2022-05-06 11:48:00,-1.0
2022-05-06 11:51:00,-1.0
2022-05-06 11:54:00,-1.0
2022-05-06 11:57:00,-1.0
2022-05-06 12:00:00,-1.0
2022-05-06 12:03:00,-1.0
2022-05-06 12:06:00,-1.0
2022-05-06 12:09:00,-1.0
2022-05-06 12:12:00,-1.0
2022-05-06 12:15:00,-1.0
2022-05-06 12:18:00,-1.0
2022-05-06 12:21:00,-1.0
2022-05-06 12:24:00,-1.0
2022-05-06 12:27:00,-1.0
2022-05-06 12:30:00,-1.0
2022-05-06 12:33:00,-1.0
2022-05-06 12:36:00,-1.0
2022-05-06 12:39:00,-1.0
2022-05-06 12:42:00,-1.0
2022-05-06 12:45:00,-1.0
2022-05-06 12:48:00,-1.0
2022-05-06 12:51:00,-1.0
2022-05-06 12:54:00,-1.0
2022-05-06 12:57:00,-1.0
2022-05-06 13:00:00,-1.0
2022-05-06 13:03:00,-1.0
2022-05-06 13:06:00,-1.0
2022-05-06 13:09:00,-1.0
2022-05-06 13:12:00,-1.0
2022-05-06 13:15:00,-1.0
2022-05-06 13:18:00,-1.0
2022-05-06 13:21:00,-1.0
2022-05-06 13:24:00,-1.0
2022-05-06 13:27:00,-1.0
2022-05-06 13:30:00,-1.0
2022-05-06 13:33:00,-1.0
2022-05-06 13:36:00,-1.0
2022-05-06 13:39:00,-1.0
2022-05-06 13:42:00,-1.0
2022-05-06 13:45:00,-1.0
2022-05-06 13:48:00,-1.0
2022-05-06 13:51:00,-1.0
2022-05-06 13:54:00,-1.0
2022-05-06 13:57:00,-1.0
2022-05-06 14:00:00,-1.0
2022-05-06 14:03:00,-1.0
2022-05-06 14:06:00,-1.0
2022-05-06 14:09:00,-1.0
2022-05-06 14:12:00,-1.0
2022-05-06 14:15:00,-1.0
2022-05-06 14:18:00,-1.0
2022-05-06 14:21:00,-1.0
2022-05-06 14:24:00,-1.0
2022-05-06 14:27:00,-1.0
2022-05-06 14:30:00,-1.0
2022-05-06 14:33:00,-1.0
2022-05-06 14:36:00,-1.0
2022-05-06 14:39:00,-1.0
2022-05-06 14:42:00,-1.0
2022-05-06 14:45:00,-1.0
2022-05-06 14:48:00,-1.0
2022-05-06 14:51:00,-1.0
2022-05-06 14:54:00,-1.0
2022-05-06 14:57:00,-1.0
2022-05-06 15:00:00,-1.0
2022-05-06 15:03:00,-1.0
2022-05-06 15:06:00,-1.0
2022-05-06 15:09:00,-1.0
2022-05-06 15:12:00,-1.0
2022-05-06 15:15:00,-1.0
2022-05-06 15:18:00,-1.0
2022-05-06 15:21:00,-1.0
2022-05-06 15:24:00,-1.0
2022-05-06 15:27:00,-1.0
2022-05-06 15:30:00,-1.0
2022-05-06 15:33:00,-1.0
2022-05-06 15:36:00,-1.0
2022-05-06 15:39:00,-1.0
2022-05-06 15:42:00,-1.0
2022-05-06 15:45:00,-1.0
2022-05-06 15:48:00,-1.0
2022-05-06 15:51:00,-1.0
2022-05-06 15:54:00,-1.0
2022-05-06 15:57:00,-1.0
2022-05-06 16:00:00,-1.0
2022-05-06 16:03:00,-1.0
2022-05-06 16:06:00,-1.0
2022-05-06 16:09:00,-1.0
2022-05-06 16:12:00,-1.0
2022-05-06 16:15:00,-1.0
2022-05-06 16:18:00,-1.0
2022-05-06 16:21:00,-1.0
2022-05-06 16:24:00,-1.0
2022-05-06 16:27:00,-1.0
2022-05-06 16:30:00,-1.0
2022-05-06 16:33:00,-1.0
2022-05-06 16:36:00,-1.0
2022-05-06 16:39:00,-1.0
2022-05-06 16:42:00,-1.0
2022-05-06 16:45:00,-1.0
2022-05-06 16:48:00,-1.0
2022-05-06 16:51:00,-1.0
2022-05-06 16:54:00,-1.0
2022-05-06 16:57:00,-1.0
2022-05-06 17:00:00,-1.0
2022-05-06 17:03:00,-1.0
2022-05-06 17:06:00,-1.0
2022-05-06 17:09:00,-1.0
2022-05-06 17:12:00,-1.0
2022-05-06 17:15:00,-1.0
2022-05-06 17:18:00,-1.0
2022-05-06 17:21:00,-1.0
2022-05-06 17:24:00,-1.0
2022-05-06 17:27:00,-1.0
2022-05-06 17:30:00,-1.0
2022-05-06 17:33:00,-1.0
2022-05-06 17:36:00,-1.0
2022-05-06 17:39:00,-1.0
2022-05-06 17:42:00,-1.0
2022-05-06 17:45:00,-1.0
2022-05-06 17:48:00,-1.0
2022-05-06 17:51:00,-1.0
2022-05-06 17:54:00,-1.0
2022-05-06 17:57:00,-1.0
2022-05-06 18:00:00,-1.0
2022-05-06 18:03:00,-1.0
2022-05-06 18:06:00,-1.0
2022-05-06 18:09:00,-1.0
2022-05-06 18:12:00,-1.0
2022-05-06 18:15:00,-1.0
2022-05-06 18:18:00,-1.0
2022-05-06 18:21:00,-1.0
2022-05-06 18:24:00,-1.0
2022-05-06 18:27:00,-1.0
2022-05-06 18:30:00,-1.0
2022-05-06 18:33:00,-1.0
2022-05-06 18:36:00,-1.0
2022-05-06 18:39:00,-1.0
2022-05-06 18:42:00,-1.0
2022-05-06 18:45:00,-1.0
2022-05-06 18:48:00,-1.0
2022-05-06 18:51:00,-1.0
2022-05-06 18:54:00,-1.0
2022-05-06 18:57:00,-1.0
2022-05-06 19:00:00,-1.0
2022-05-06 19:03:00,-1.0
2022-05-06 19:06:00,-1.0
2022-05-06 19:09:00,-1.0
2022-05-06 19:12:00,-1.0
2022-05-06 19:15:00,-1.0
2022-05-06 19:18:00,-1.0
2022-05-06 19:21:00,-1.0
2022-05-06 19:24:00,-1.0
2022-05-06 19:27:00,-1.0
2022-05-06 19:30:00,-1.0
2022-05-06 19:33:00,-1.0
2022-05-06 19:36:00,-1.0
2022-05-06 19:39:00,-1.0
2022-05-06 19:42:00,-1.0
2022-05-06 19:45:00,-1.0
2022-05-06 19:48:00,-1.0
2022-05-06 19:51:00,-1.0
2022-05-06 19:54:00,-1.0
2022-05-06 19:57:00,-1.0
2022-05-06 20:00:00,-1.0
2022-05-06 20:03:00,-1.0
2022-05-06 20:06:00,-1.0
2022-05-06 20:09:00,-1.0
2022-05-06 20:12:00,-1.0
2022-05-06 20:15:00,-1.0
2022-05-06 20:18:00,-1.0
2022-05-06 20:21:00,-1.0
2022-05-06 20:24:00,-1.0
2022-05-06 20:27:00,-1.0
2022-05-06 20:30:00,-1.0
2022-05-06 20:33:00,-1.0
2022-05-06 20:36:00,-1.0
2022-05-06 20:39:00,-1.0
2022-05-06 20:42:00,-1.0
2022-05-06 20:45:00,-1.0
2022-05-06 20:48:00,-1.0
2022-05-06 20:51:00,-1.0
2022-05-06 20:54:00,-1.0
2022-05-06 20:57:00,-1.0
2022-05-06 21:00:00,-1.0
2022-05-06 21:03:00,-1.0
2022-05-06 21:06:00,-1.0
2022-05-06 21:09:00,-1.0
2022-05-06 21:12:00,-1.0
2022-05-06 21:15:00,-1.0
2022-05-06 21:18:00,-1.0
2022-05-06 21:21:00,-1.0
2022-05-06 21:24:00,-1.0
2022-05-06 21:27:00,-1.0
2022-05-06 21:30:00,-1.0
2022-05-06 21:33:00,-1.0
2022-05-06 21:36:00,-1.0
2022-05-06 21:39:00,-1.0
2022-05-06 21:42:00,-1.0
2022-05-06 21:45:00,-1.0
2022-05-06 21:48:00,-1.0
2022-05-06 21:51:00,-1.0
2022-05-06 21:54:00,-1.0
2022-05-06 21:57:00,-1.0
2022-05-06 22:00:00,-1.0
2022-05-06 22:03:00,-1.0
2022-05-06 22:06:00,-1.0
2022-05-06 22:09:00,-1.0
2022-05-06 22:12:00,-1.0
2022-05-06 22:15:00,-1.0
2022-05-06 22:18:00,-1.0
2022-05-06 22:21:00,-1.0
2022-05-06 22:24:00,-1.0
2022-05-06 22:27:00,-1.0
2022-05-06 22:30:00,-1.0
2022-05-06 22:33:00,-1.0
2022-05-06 22:36:00,-1.0
2022-05-06 22:39:00,-1.0
2022-05-06 22:42:00,-1.0
2022-05-06 22:45:00,-1.0
2022-05-06 22:48:00,-1.0
2022-05-06 22:51:00,-1.0
2022-05-06 22:54:00,-1.0
2022-05-06 22:57:00,-1.0
2022-05-06 23:00:00,-1.0
2022-05-06 23:03:00,-1.0
2022-05-06 23:06:00,-1.0
2022-05-06 23:09:00,-1.0
2022-05-06 23:12:00,-1.0
2022-05-06 23:15:00,-1.0
2022-05-06 23:18:00,-1.0
2022-05-06 23:21:00,-1.0
2022-05-06 23:24:00,-1.0
2022-05-06 23:27:00,-1.0
2022-05-06 23:30:00,-1.0
2022-05-06 23:33:00,-1.0
2022-05-06 23:36:00,-1.0
2022-05-06 23:39:00,-1.0
2022-05-06 23:42:00,-1.0
2022-05-06 23:45:00,-1.0
2022-05-06 23:48:00,-1.0
2022-05-06 23:51:00,-1.0
2022-05-06 23:54:00,-1.0
2022-05-06 23:57:00,-1.0
2022-05-07 00:00:00,-1.0
2022-05-07 00:03:00,-1.0
2022-05-07 00:06:00,-1.0
2022-05-07 00:09:00,-1.0
2022-05-07 00:12:00,-1.0
2022-05-07 00:15:00,-1.0
2022-05-07 00:21:00,-1.0
2022-05-07 00:24:00,-1.0
2022-05-07 00:27:00,-1.0
2022-05-07 00:30:00,-1.0
2022-05-07 00:33:00,-1.0
2022-05-07 00:36:00,-1.0
2022-05-07 00:39:00,-1.0
2022-05-07 00:42:00,-1.0
2022-05-07 00:45:00,-1.0
2022-05-07 00:48:00,-1.0
2022-05-07 00:51:00,-1.0
2022-05-07 00:54:00,-1.0
2022-05-07 00:57:00,-1.0
2022-05-07 01:03:00,-1.0
2022-05-07 01:06:00,-1.0
2022-05-07 01:09:00,-1.0
2022-05-07 01:12:00,-1.0
2022-05-07 01:15:00,-1.0
2022-05-07 01:18:00,-1.0
2022-05-07 01:21:00,-1.0
2022-05-07 01:24:00,-1.0
2022-05-07 01:27:00,-1.0
2022-05-07 01:30:00,-1.0
2022-05-07 01:33:00,-1.0
2022-05-07 01:36:00,-1.0
2022-05-07 01:39:00,-1.0
2022-05-07 01:42:00,-1.0
2022-05-07 01:45:00,-1.0
2022-05-07 01:48:00,-1.0
2022-05-07 01:51:00,-1.0
2022-05-07 01:54:00,-1.0
2022-05-07 01:57:00,-1.0
2022-05-07 02:00:00,-1.0
2022-05-07 02:03:00,-1.0
2022-05-07 02:06:00,-1.0
2022-05-07 02:09:00,-1.0
2022-05-07 02:12:00,-1.0
2022-05-07 02:15:00,-1.0
2022-05-07 02:18:00,-1.0
2022-05-07 02:21:00,-1.0
2022-05-07 02:24:00,-1.0
2022-05-07 02:27:00,-1.0
2022-05-07 02:30:00,-1.0
2022-05-07 02:33:00,-1.0
2022-05-07 02:36:00,-1.0
2022-05-07 02:39:00,-1.0
2022-05-07 02:45:00,-1.0
2022-05-07 02:48:00,-1.0
2022-05-07 02:51:00,-1.0
2022-05-07 02:54:00,-1.0
2022-05-07 02:57:00,-1.0
2022-05-07 03:00:00,-1.0
2022-05-07 03:03:00,-1.0
2022-05-07 03:06:00,-1.0
2022-05-07 03:09:00,-1.0
2022-05-07 03:12:00,-1.0
2022-05-07 03:15:00,-1.0
2022-05-07 03:18:00,-1.0
2022-05-07 03:21:00,-1.0
2022-05-07 03:24:00,-1.0
2022-05-07 03:27:00,-1.0
2022-05-07 03:30:00,-1.0
2022-05-07 03:33:00,-1.0
2022-05-07 03:36:00,-1.0
2022-05-07 03:39:00,-1.0
2022-05-07 03:42:00,-1.0
2022-05-07 03:45:00,-1.0
2022-05-07 03:48:00,-1.0
2022-05-07 03:51:00,-1.0
2022-05-07 03:54:00,-1.0
2022-05-07 03:57:00,-1.0
2022-05-07 04:00:00,-1.0
2022-05-07 04:03:00,-1.0
2022-05-07 04:06:00,-1.0
2022-05-07 04:09:00,-1.0
2022-05-07 04:12:00,-1.0
2022-05-07 04:15:00,-1.0
2022-05-07 04:18:00,-1.0
2022-05-07 04:21:00,-1.0
2022-05-07 04:24:00,-1.0
2022-05-07 04:27:00,-1.0
2022-05-07 04:30:00,-1.0
2022-05-07 04:33:00,-1.0
2022-05-07 04:36:00,-1.0
2022-05-07 04:39:00,-1.0
2022-05-07 04:42:00,-1.0
2022-05-07 04:45:00,-1.0
2022-05-07 04:48:00,-1.0
2022-05-07 04:51:00,-1.0
2022-05-07 04:54:00,-1.0
2022-05-07 04:57:00,-1.0
2022-05-07 05:00:00,-1.0
2022-05-07 05:03:00,-1.0
2022-05-07 05:06:00,-1.0
2022-05-07 05:09:00,-1.0
2022-05-07 05:12:00,-1.0
2022-05-07 05:15:00,-1.0
2022-05-07 05:18:00,-1.0
2022-05-07 05:21:00,-1.0
2022-05-07 05:24:00,-1.0
2022-05-07 05:27:00,-1.0
2022-05-07 05:30:00,-1.0
2022-05-07 05:33:00,-1.0
2022-05-07 05:36:00,-1.0
2022-05-07 05:39:00,-1.0
2022-05-07 05:42:00,-1.0
2022-05-07 05:45:00,-1.0
2022-05-07 05:48:00,-1.0
2022-05-07 05:51:00,-1.0
2022-05-07 05:54:00,-1.0
2022-05-07 05:57:00,-1.0
2022-05-07 06:00:00,-1.0
2022-05-07 06:03:00,-1.0
2022-05-07 06:06:00,-1.0
2022-05-07 06:09:00,-1.0
2022-05-07 06:12:00,-1.0
2022-05-07 06:15:00,-1.0
2022-05-07 06:18:00,-1.0
2022-05-07 06:21:00,-1.0
2022-05-07 06:24:00,-1.0
2022-05-07 06:27:00,-1.0
2022-05-07 06:30:00,-1.0
2022-05-07 06:33:00,-1.0
2022-05-07 06:36:00,-1.0
2022-05-07 06:39:00,-1.0
2022-05-07 06:42:00,-1.0
2022-05-07 06:45:00,-1.0
2022-05-07 06:48:00,-1.0
2022-05-07 06:51:00,-1.0
2022-05-07 06:54:00,-1.0
2022-05-07 06:57:00,-1.0
2022-05-07 07:00:00,-1.0
2022-05-07 07:03:00,-1.0
2022-05-07 07:06:00,-1.0
2022-05-07 07:09:00,-1.0
2022-05-07 07:12:00,-1.0
2022-05-07 07:15:00,-1.0
2022-05-07 07:18:00,-1.0
2022-05-07 07:21:00,-1.0
2022-05-07 07:24:00,-1.0
2022-05-07 07:27:00,-1.0
2022-05-07 07:30:00,-1.0
2022-05-07 07:33:00,-1.0
2022-05-07 07:36:00,-1.0
2022-05-07 07:39:00,-1.0
2022-05-07 07:42:00,-1.0
2022-05-07 07:45:00,-1.0
2022-05-07 07:48:00,-1.0
2022-05-07 07:51:00,-1.0
2022-05-07 07:54:00,-1.0
2022-05-07 07:57:00,-1.0
2022-05-07 08:00:00,-1.0
2022-05-07 08:03:00,-1.0
2022-05-07 08:06:00,-1.0
2022-05-07 08:09:00,-1.0
2022-05-07 08:12:00,-1.0
2022-05-07 08:15:00,-1.0
2022-05-07 08:18:00,-1.0
2022-05-07 08:21:00,-1.0
2022-05-07 08:24:00,-1.0
2022-05-07 08:27:00,-1.0
2022-05-07 08:30:00,-1.0
2022-05-07 08:33:00,-1.0
2022-05-07 08:36:00,-1.0
2022-05-07 08:39:00,-1.0
2022-05-07 08:42:00,-1.0
2022-05-07 08:45:00,-1.0
2022-05-07 08:48:00,-1.0
2022-05-07 08:51:00,-1.0
2022-05-07 08:54:00,-1.0
2022-05-07 08:57:00,-1.0
2022-05-07 09:00:00,-1.0
2022-05-07 09:03:00,-1.0
2022-05-07 09:06:00,-1.0
2022-05-07 09:09:00,-1.0
2022-05-07 09:12:00,-1.0
2022-05-07 09:15:00,-1.0
2022-05-07 09:18:00,-1.0
2022-05-07 09:21:00,-1.0
2022-05-07 09:27:00,-1.0
2022-05-07 09:30:00,-1.0
2022-05-07 09:33:00,-1.0
2022-05-07 09:36:00,-1.0
2022-05-07 09:39:00,-1.0
2022-05-07 09:48:00,-1.0
2022-05-07 10:30:00,-1.0
2022-05-07 20:06:00,-1.0
2022-05-07 20:09:00,-1.0
2022-05-07 20:27:00,-1.0
2022-05-07 20:30:00,-1.0
2022-05-07 20:33:00,-1.0
2022-05-07 20:45:00,-1.0
2022-05-07 20:48:00,-1.0
