datetime,open,high,low,close
2025-04-02 15:34:08,564.05,564.147,563.4244,564.14
2025-04-02 15:34:12,564.15,564.21,564.14,564.21
2025-04-02 15:34:16,564.19,564.27,563.974786,564.23
2025-04-02 15:34:20,564.22,564.23,564.2,564.23
2025-04-02 15:34:24,564.23,564.34,563.2585,563.2585
2025-04-02 15:34:28,564.31,564.36,564.3096,564.33
2025-04-02 15:34:32,564.34,564.39,564.34,564.3899
2025-04-02 15:34:36,564.38,564.3899,564.33,564.36
2025-04-02 15:34:40,564.36,564.38,564.32,564.36
2025-04-02 15:34:44,564.342,564.401,563.4937,564.37
2025-04-02 15:34:48,564.36,564.3649,563.3075,564.29
2025-04-02 15:34:52,564.31,564.31,563.5105,564.2702
2025-04-02 15:34:56,564.27,564.2799,563.5128,564.14
2025-04-02 15:35:00,564.1398,564.179,563.3273,564.0101
2025-04-02 15:35:04,564.02,564.2399,563.6086,563.87
2025-04-02 15:35:08,563.86,564.1069,563.6129,563.91
2025-04-02 15:35:12,563.9,564.0,563.9,563.955
2025-04-02 15:35:16,563.955,563.955,563.73,563.7498
2025-04-02 15:35:20,563.775,563.91,563.7009,563.8201
2025-04-02 15:35:24,563.83,563.85,563.81,563.83
2025-04-02 15:35:28,563.82,563.91,563.3769,563.8792
2025-04-02 15:35:32,563.86,564.107745,563.7557,563.8665
2025-04-02 15:35:36,563.9352,563.96,563.88,563.91
2025-04-02 15:35:40,563.9,564.08,563.9,564.02
2025-04-02 15:35:44,564.03,564.214,563.8772,564.21
2025-04-02 15:35:48,564.215,564.22,564.093,564.1791
2025-04-02 15:35:52,564.17,564.23,563.4155,564.19
2025-04-02 15:35:56,564.19,564.35,564.0293,564.33
2025-04-02 15:36:00,564.34,564.36,564.305,564.3088
2025-04-02 15:36:04,564.34,564.36,563.4436,564.3
2025-04-02 15:36:08,564.3,564.31,564.23,564.275
2025-04-02 15:36:12,564.22,564.2986,563.4684,564.2951
2025-04-02 15:36:16,564.291,564.291,564.24,564.2486
2025-04-02 15:36:20,564.24,564.26,564.09,564.15
2025-04-02 15:36:24,564.15,564.185,564.100524,564.15
2025-04-02 15:36:28,564.149,564.24,564.1276,564.225
2025-04-02 15:36:32,564.23,564.33,563.9066,564.2996
2025-04-02 15:36:36,564.295,564.35,564.198375,564.34
2025-04-02 15:36:40,564.35,564.38,564.32,564.3374
2025-04-02 15:36:44,564.34,564.3597,564.2618,564.28
2025-04-02 15:36:48,564.28,564.33,564.26,564.2951
2025-04-02 15:36:52,564.2911,564.37,564.2911,564.37
2025-04-02 15:36:56,564.38,564.44,564.2938,564.42
2025-04-02 15:37:00,564.39,564.41,563.5268,564.39
2025-04-02 15:37:04,564.39,564.4151,563.9688,564.4151
2025-04-02 15:37:08,564.43,564.48,563.9554,564.46
2025-04-02 15:37:12,564.44,564.45,564.38,564.4097
2025-04-02 15:37:16,564.44,564.47,564.43,564.44
2025-04-02 15:37:20,564.43,564.49,564.0425,564.45
2025-04-02 15:37:24,564.445,564.48,563.9981,564.395
2025-04-02 15:37:28,564.395,564.489,564.0662,564.475
2025-04-02 15:37:32,564.47,564.5,563.5872,564.4847
2025-04-02 15:37:36,564.49,564.55,564.48,564.51
2025-04-02 15:37:40,564.5,564.51,564.4,564.41
2025-04-02 15:37:44,564.4102,564.42,564.0997,564.0997
2025-04-02 15:37:48,564.3912,564.4605,564.22,564.22
2025-04-02 15:37:52,564.21,564.31,563.6196,564.29
2025-04-02 15:37:56,564.275,564.3592,564.26,564.345
2025-04-02 15:38:00,564.3494,564.4502,564.1428,564.4399
2025-04-02 15:38:04,564.385,564.405,564.1485,564.345
2025-04-02 15:38:08,564.36,564.5101,564.2318,564.49
2025-04-02 15:38:12,564.5,564.505,564.43,564.43
2025-04-02 15:38:16,564.44,564.45,564.175,564.36
2025-04-02 15:38:20,564.36,564.4069,564.34,564.36
2025-04-02 15:38:24,564.35,564.47,564.34,564.47
2025-04-02 15:38:28,564.47,564.47,564.2308,564.47
2025-04-02 15:38:32,564.45,564.5091,564.3982,564.455
2025-04-02 15:38:36,564.455,564.4899,564.43,564.47
2025-04-02 15:38:40,564.47,564.48,564.37635,564.45
2025-04-02 15:38:44,564.4583,564.4583,564.37,564.39
2025-04-02 15:38:48,564.38,564.3897,564.278042,564.29
2025-04-02 15:38:52,564.2901,564.3528,564.2,564.26
2025-04-02 15:38:56,564.24,564.265,564.21,564.22
2025-04-02 15:39:00,564.2112,564.3882,564.15,564.255
2025-04-02 15:39:04,564.267,564.27,564.21,564.26
2025-04-02 15:39:08,564.25,564.3,563.7153,564.22
2025-04-02 15:39:12,564.215,564.23,564.13,564.1802
2025-04-02 15:39:16,564.18,564.18,564.11,564.15
2025-04-02 15:39:20,564.15,564.3019,564.127554,564.14
2025-04-02 15:39:24,564.15,564.3425,564.06,564.1825
2025-04-02 15:39:28,564.175,564.22,564.15,564.1678
2025-04-02 15:39:32,564.15,564.16,564.1301,564.1473
2025-04-02 15:39:36,564.13,564.188,564.02,564.0711
2025-04-02 15:39:40,564.09,564.225557,564.07,564.07
2025-04-02 15:39:44,564.06,564.12,563.7424,564.075
2025-04-02 15:39:48,564.09,564.2217,563.7518,564.05
2025-04-02 15:39:52,564.03,564.2904,564.02,564.0451
2025-04-02 15:39:56,564.06,564.288,564.035,564.079
2025-04-02 15:40:00,564.07,564.2131,563.98,564.0
2025-04-02 15:40:04,564.01,564.274,563.93,563.93
2025-04-02 15:40:08,563.94,564.2138,563.94,564.0598
2025-04-02 15:40:12,564.08,564.08,563.8662,564.02
2025-04-02 15:40:16,563.99,564.0601,563.95,563.985
2025-04-02 15:40:20,564.0,564.27,564.0,564.27
2025-04-02 15:40:24,564.25,564.38,563.9109,564.3754
2025-04-02 15:40:28,564.35,564.3679,564.3,564.3
2025-04-02 15:40:32,564.29,564.37,564.27,564.3461
2025-04-02 15:40:36,564.34,564.44,564.1426,564.4065
2025-04-02 15:40:40,564.3907,564.4451,564.091844,564.38
2025-04-02 15:40:44,564.38,564.47,564.1015,564.45
2025-04-02 15:40:48,564.4728,564.5183,564.1329,564.489
2025-04-02 15:40:52,564.47,564.51,564.2177,564.49
2025-04-02 15:40:56,564.48,564.48,564.39,564.45
2025-04-02 15:41:00,564.41,564.6,564.2,564.5799
2025-04-02 15:41:04,564.56,564.5789,564.2687,564.5403
2025-04-02 15:41:08,564.5592,564.65,564.2728,564.64
2025-04-02 15:41:12,564.64,564.6496,564.54,564.574
2025-04-02 15:41:16,564.55,564.63,564.5,564.61
2025-04-02 15:41:20,564.61,564.64,564.56,564.6199
2025-04-02 15:41:24,564.605,564.66,564.053,564.62
2025-04-02 15:41:28,564.6298,564.64,564.45,564.49
2025-04-02 15:41:32,564.46,564.48,564.262,564.4688
2025-04-02 15:41:36,564.47,564.5674,561.165,564.41
2025-04-02 15:41:40,564.41,564.45,564.2812,564.406
2025-04-02 15:41:44,564.42,564.5358,564.0923,564.44
2025-04-02 15:41:48,564.45,564.54,564.45,564.52
2025-04-02 15:41:52,564.54,564.6,564.1107,564.58
2025-04-02 15:41:56,564.57,564.65,564.57,564.6203
2025-04-02 15:42:00,564.64,564.76,564.3223,564.76
2025-04-02 15:42:04,564.74,564.8,564.3314,564.77
2025-04-02 15:42:08,564.8,564.8,564.4289,564.705
2025-04-02 15:42:12,564.71,564.72,564.3365,564.3365
2025-04-02 15:42:16,564.3291,564.8,564.3291,564.77
2025-04-02 15:42:20,564.76,564.76,564.67,564.75
2025-04-02 15:42:24,564.75,564.86,564.6966,564.79
2025-04-02 15:42:28,564.8099,564.88,564.78,564.83
2025-04-02 15:42:32,564.83,564.87,564.1955,564.85
2025-04-02 15:42:36,564.84,564.8597,564.4587,564.4587
2025-04-02 15:42:40,564.82,564.89,564.82,564.86
2025-04-02 15:42:44,564.865,564.87,564.72,564.7399
2025-04-02 15:42:48,564.735,564.7504,564.445,564.48
2025-04-02 15:42:52,564.4575,564.63,564.44,564.58
2025-04-02 15:42:56,564.55,564.6,564.53,564.59
2025-04-02 15:43:00,564.5713,564.66,564.4007,564.6595
2025-04-02 15:43:04,564.6597,564.67,564.56,564.65
2025-04-02 15:43:08,564.4098,564.71,564.4098,564.66
2025-04-02 15:43:12,564.66,564.69,564.6385,564.66
2025-04-02 15:43:16,564.67,564.69,564.4162,564.65
2025-04-02 15:43:20,564.65,564.77,564.4186,564.77
2025-04-02 15:43:24,564.75,564.78,564.695,564.695
2025-04-02 15:43:28,564.68,564.715,564.61,564.715
2025-04-02 15:43:32,564.72,564.75,564.68,564.7
2025-04-02 15:43:36,564.7,564.72,564.3461,564.64
2025-04-02 15:43:40,564.65,564.7,564.65,564.6675
2025-04-02 15:43:44,564.68,564.72,564.64,564.68
2025-04-02 15:43:48,564.685,564.77,564.3531,564.75
2025-04-02 15:43:52,564.74,564.8,564.711111,564.79
2025-04-02 15:43:56,564.7981,564.7981,564.7185,564.74
2025-04-02 15:44:00,564.73,564.7927,564.4661,564.76
2025-04-02 15:44:04,564.75,564.85,564.6943,564.84
2025-04-02 15:44:08,564.83,564.91,564.4747,564.854
2025-04-02 15:44:12,564.8616,564.88,564.7034,564.72
2025-04-02 15:44:16,564.72,564.7799,564.6701,564.7
2025-04-02 15:44:20,564.7099,564.7851,564.66,564.67
2025-04-02 15:44:24,564.66,564.66,564.4991,564.6
2025-04-02 15:44:28,564.624,564.624,564.5,564.5001
2025-04-02 15:44:32,564.5,564.6525,564.48,564.5875
2025-04-02 15:44:36,564.595,564.707358,564.53,564.56
2025-04-02 15:44:40,564.56,564.6755,564.5121,564.6
2025-04-02 15:44:44,564.5145,564.67,564.5145,564.661
2025-04-02 15:44:48,564.6675,564.718,564.5426,564.7
2025-04-02 15:44:52,564.7,564.77,564.4043,564.75
2025-04-02 15:44:56,564.755,564.77,564.4063,564.5657
2025-04-02 15:45:00,564.71,564.81,564.5757,564.72
2025-04-02 15:45:04,564.71,564.83,564.6919,564.78
2025-04-02 15:45:08,564.77,564.83,564.594,564.82
2025-04-02 15:45:12,564.82,564.83,564.72,564.7631
2025-04-02 15:45:16,564.765,564.905,564.699,564.89
2025-04-02 15:45:20,564.87,564.9,564.6444,564.85
2025-04-02 15:45:24,564.8725,564.98,564.4521,564.97
2025-04-02 15:45:28,564.9688,565.015,564.4579,565.0
2025-04-02 15:45:32,564.99,565.08,564.6646,565.06
2025-04-02 15:45:36,565.0653,565.0653,565.0,565.02
2025-04-02 15:45:40,565.05,565.11,564.856606,564.856606
2025-04-02 15:45:44,565.1,565.15,565.0404,565.14
2025-04-02 15:45:48,565.12,565.17,564.5036,565.13
2025-04-02 15:45:52,565.1399,565.18,564.703,565.12
2025-04-02 15:45:56,565.13,565.15,565.1101,565.12
2025-04-02 15:46:00,565.12,565.17,564.7142,565.16
2025-04-02 15:46:04,565.152,565.17,564.5197,565.16
2025-04-02 15:46:08,565.1725,565.23,564.7241,565.1999
2025-04-02 15:46:12,565.21,565.22,565.18,565.2198
2025-04-02 15:46:16,565.22,565.26,564.8546,565.25
2025-04-02 15:46:20,564.7411,565.3,564.7411,565.29
2025-04-02 15:46:24,565.2901,565.295,565.22,565.2297
2025-04-02 15:46:28,565.23,565.25,564.5458,565.2294
2025-04-02 15:46:32,565.225,565.225,564.7711,565.1951
2025-04-02 15:46:36,565.2,565.2,564.9421,565.1
2025-04-02 15:46:40,565.11,565.163166,565.03,565.0601
2025-04-02 15:46:44,565.055,565.091331,565.005,565.03
2025-04-02 15:46:48,565.035,565.08,565.01,565.055
2025-04-02 15:46:52,565.07,565.1851,565.0203,565.12
2025-04-02 15:46:56,565.12,565.18,565.1,565.11
2025-04-02 15:47:00,565.1301,565.1301,564.8195,565.08
2025-04-02 15:47:04,565.08,565.11,565.03,565.05
2025-04-02 15:47:08,565.04,565.2,564.8264,565.16
2025-04-02 15:47:12,565.16,565.17,564.6019,565.14
2025-04-02 15:47:16,565.13,565.18,565.02,565.05
2025-04-02 15:47:20,565.03,565.1091,564.98,565.04
2025-04-02 15:47:24,565.06,565.0961,565.0,565.01
2025-04-02 15:47:28,565.01,565.08,565.01,565.07
2025-04-02 15:47:32,565.06,565.15,565.06,565.11
2025-04-02 15:47:36,565.11,565.1565,565.02,565.15
2025-04-02 15:47:40,565.15,565.155,564.8572,565.15
2025-04-02 15:47:44,565.16,565.3,564.8634,565.25
2025-04-02 15:47:48,565.255,565.27,565.1225,565.259
2025-04-02 15:47:52,565.26,565.28,565.23,565.28
2025-04-02 15:47:56,565.29,565.29,565.1273,565.28
2025-04-02 15:48:00,565.131005,565.35,564.92,565.31
2025-04-02 15:48:04,565.3,565.38,564.672,565.31
2025-04-02 15:48:08,565.3,565.34,564.6748,565.28
2025-04-02 15:48:12,565.28,565.305,565.23,565.27
2025-04-02 15:48:16,565.2801,565.29,565.0607,565.2588
2025-04-02 15:48:20,565.27,565.2872,565.16,565.1787
2025-04-02 15:48:24,565.17,565.2575,564.9663,564.9663
2025-04-02 15:48:28,565.1487,565.36,565.1487,565.26
2025-04-02 15:48:32,565.26,565.34,565.255,565.3395
2025-04-02 15:48:36,565.31,565.34,565.27,565.27
2025-04-02 15:48:40,565.27,565.32,565.2,565.3
2025-04-02 15:48:44,565.3,565.35,564.996,565.33
2025-04-02 15:48:48,565.335,565.35,565.1704,565.305
2025-04-02 15:48:52,565.3,565.31,565.2009,565.26
2025-04-02 15:48:56,565.265,565.2997,564.7399,565.28
2025-04-02 15:49:00,565.285,565.35,565.034,565.034
2025-04-02 15:49:04,565.33,565.39,564.7464,565.0431
2025-04-02 15:49:08,565.3553,565.4,565.0461,565.361
2025-04-02 15:49:12,565.37,565.45,565.36,565.44
2025-04-02 15:49:16,565.44,565.52,565.0557,565.48
2025-04-02 15:49:20,565.475,565.48,565.082,565.44
2025-04-02 15:49:24,565.455,565.47,565.2771,565.31
2025-04-02 15:49:28,565.32,565.3321,565.21,565.23
2025-04-02 15:49:32,565.2112,565.3484,565.18,565.23
2025-04-02 15:49:36,565.205,565.205,565.1,565.105
2025-04-02 15:49:40,565.105,565.17,565.07,565.14
2025-04-02 15:49:44,565.13,565.231,564.836,565.1103
2025-04-02 15:49:48,565.1201,565.245,565.09,565.1751
2025-04-02 15:49:52,565.18,565.26,564.8694,565.245
2025-04-02 15:49:56,565.25,565.39,564.8794,565.33
2025-04-02 15:50:00,565.33,565.5,564.98,565.09
2025-04-02 15:50:04,565.1,565.22,564.9091,565.16
2025-04-02 15:50:08,565.1612,565.24,565.02,565.09
2025-04-02 15:50:12,565.04,565.121,564.98,565.01
2025-04-02 15:50:16,565.0,565.03,564.9,564.91
2025-04-02 15:50:20,564.91,565.2238,564.82,564.896
2025-04-02 15:50:24,564.8969,565.1674,564.84,564.88
2025-04-02 15:50:28,565.2152,565.2198,564.85,565.0
2025-04-02 15:50:32,564.97,564.98,564.8901,564.9398
2025-04-02 15:50:36,564.92,565.1868,564.83,565.025
2025-04-02 15:50:40,565.03,565.12,564.9553,565.0199
2025-04-02 15:50:44,565.02,565.055,564.9549,565.055
2025-04-02 15:50:48,565.06,565.168,564.97,564.97
2025-04-02 15:50:52,564.99,565.1539,564.89,564.99
2025-04-02 15:50:56,564.99,565.1634,564.99,565.1
2025-04-02 15:51:00,565.09,565.1498,565.01,565.01
2025-04-02 15:51:04,565.1617,565.1617,565.0,565.1225
2025-04-02 15:51:08,565.1634,565.1634,564.982023,565.015
2025-04-02 15:51:12,565.015,565.1645,564.95,564.99
2025-04-02 15:51:16,564.99,565.12,564.96,565.1089
2025-04-02 15:51:20,565.1,565.1552,565.0291,565.1
2025-04-02 15:51:24,565.11,565.26,564.9939,565.2594
2025-04-02 15:51:28,565.255,565.28,564.9892,565.16
2025-04-02 15:51:32,565.16,565.22,565.1551,565.19
2025-04-02 15:51:36,565.18,565.18,565.0901,565.18
2025-04-02 15:51:40,565.17,565.1798,565.07,565.1012
2025-04-02 15:51:44,565.1,565.2097,565.0071,565.208
2025-04-02 15:51:48,565.205,565.295,565.0082,565.29
2025-04-02 15:51:52,565.3,565.32,565.0176,565.26
2025-04-02 15:51:56,565.25,565.28,565.17,565.18
2025-04-02 15:52:00,565.19,565.3,565.0799,565.23
2025-04-02 15:52:04,565.23,565.275,565.1679,565.25
2025-04-02 15:52:08,565.264,565.39,565.0881,565.306
2025-04-02 15:52:12,565.3,565.3,565.2715,565.3
2025-04-02 15:52:16,565.305,565.3232,565.28,565.31
2025-04-02 15:52:20,565.3,565.305,565.125,565.19
2025-04-02 15:52:24,565.19,565.2806,565.1778,565.18
2025-04-02 15:52:28,565.18,565.18,565.0301,565.08
2025-04-02 15:52:32,565.08,565.11,565.0601,565.086
2025-04-02 15:52:36,565.08,565.1712,565.06,565.13
2025-04-02 15:52:40,565.12,565.12,565.0612,565.1
2025-04-02 15:52:44,565.1,565.1791,565.08,565.09
2025-04-02 15:52:48,565.085,565.1773,565.06,565.084
2025-04-02 15:52:52,565.0928,565.2,565.0812,565.192
2025-04-02 15:52:56,565.19,565.25,565.127,565.18
2025-04-02 15:53:00,565.17,565.25,565.15,565.22
2025-04-02 15:53:04,565.21,565.2288,561.165,565.15
2025-04-02 15:53:08,565.15,565.1712,565.09,565.09
2025-04-02 15:53:12,565.09,565.181,565.06,565.13
2025-04-02 15:53:16,565.14,565.1693,565.07,565.078
2025-04-02 15:53:20,565.08,565.1749,565.06,565.07
2025-04-02 15:53:24,565.065,565.1275,564.945,564.95
2025-04-02 15:53:28,565.1706,565.1706,564.92,565.1581
2025-04-02 15:53:32,565.1266,565.24,565.12,565.22
2025-04-02 15:53:36,565.2299,565.24,565.0826,565.15
2025-04-02 15:53:40,565.1409,565.28,565.093,565.235
2025-04-02 15:53:44,565.22,565.26,565.21,565.2325
2025-04-02 15:53:48,565.235,565.32,565.1563,565.32
2025-04-02 15:53:52,565.3,565.3001,565.1312,565.2984
2025-04-02 15:53:56,565.2818,565.3184,565.28,565.3
2025-04-02 15:54:00,565.29,565.35,565.1208,565.345
2025-04-02 15:54:04,565.345,565.38,565.1555,565.36
2025-04-02 15:54:08,565.3791,565.43,565.127,565.35
2025-04-02 15:54:12,565.36,565.41,565.1222,565.37
2025-04-02 15:54:16,565.36,565.425,565.1243,565.39
2025-04-02 15:54:20,565.39,565.49,565.1599,565.46
2025-04-02 15:54:24,565.45,565.5,565.2194,565.2648
2025-04-02 15:54:28,565.5,565.51,565.1671,565.45
2025-04-02 15:54:32,565.44,565.59,565.1674,565.5
2025-04-02 15:54:36,565.51,565.51,565.1539,565.44
2025-04-02 15:54:40,565.42,565.42,564.92,565.09
2025-04-02 15:54:44,565.0896,565.332032,565.03,565.05
2025-04-02 15:54:48,565.1797,565.2884,565.0,565.07
2025-04-02 15:54:52,565.07,565.18,565.07,565.11
2025-04-02 15:54:56,565.11,565.2117,565.07,565.08
2025-04-02 15:55:00,565.08,565.39,565.01,565.19
2025-04-02 15:55:04,565.21,565.35,565.1702,565.35
2025-04-02 15:55:08,565.35,565.43,565.1737,565.42
2025-04-02 15:55:12,565.42,565.465,565.1779,565.41
2025-04-02 15:55:16,565.42,565.4499,565.2442,565.3847
2025-04-02 15:55:20,565.3997,565.415,565.1846,565.4081
2025-04-02 15:55:24,565.41,565.43,565.271952,565.37
2025-04-02 15:55:28,565.37,565.48,565.1917,565.4491
2025-04-02 15:55:32,565.4298,565.48,565.2094,565.46
2025-04-02 15:55:36,565.45,565.57,565.1991,565.5387
2025-04-02 15:55:40,565.54,565.61,565.2305,565.585
2025-04-02 15:55:44,565.2782,565.64,565.2782,565.62
2025-04-02 15:55:48,565.32,565.6384,565.32,565.49
2025-04-02 15:55:52,565.5,565.5783,565.3324,565.44
2025-04-02 15:55:56,565.43,565.53,565.392732,565.51
2025-04-02 15:56:00,565.53,565.55,565.2191,565.47
2025-04-02 15:56:04,565.48,565.54,565.2239,565.49
2025-04-02 15:56:08,565.52,565.59,565.2747,565.575
2025-04-02 15:56:12,565.58,565.63,565.3619,565.58
2025-04-02 15:56:16,565.579,565.62,565.2836,565.575
2025-04-02 15:56:20,565.59,565.62,565.565,565.59
2025-04-02 15:56:24,565.6,565.67,565.2993,565.63
2025-04-02 15:56:28,565.635,565.65,565.53,565.5772
2025-04-02 15:56:32,565.58,565.62,565.3201,565.58
2025-04-02 15:56:36,565.58,565.59,565.3143,565.455
2025-04-02 15:56:40,565.47,565.49,565.4403,565.471
2025-04-02 15:56:44,565.475,565.54,565.3259,565.3259
2025-04-02 15:56:48,565.535,565.55,565.36,565.37
2025-04-02 15:56:52,565.36,565.4494,565.2965,565.2965
2025-04-02 15:56:56,565.3,565.395,565.3,565.38
2025-04-02 15:57:00,565.504756,565.504756,565.3337,565.3675
2025-04-02 15:57:04,565.501304,565.54,561.165,565.4702
2025-04-02 15:57:08,565.48,565.5685,565.3419,565.56
2025-04-02 15:57:12,565.56,565.6,565.3446,565.578
2025-04-02 15:57:16,565.575,565.59,565.3051,565.505
2025-04-02 15:57:20,565.5235,565.5235,565.43,565.49
2025-04-02 15:57:24,565.4899,565.55,565.46,565.55
2025-04-02 15:57:28,565.55,565.55,565.3573,565.52
2025-04-02 15:57:32,565.5,565.54,565.405,565.41
2025-04-02 15:57:36,565.4,565.53,565.4,565.53
2025-04-02 15:57:40,565.5,565.53,565.48,565.53
2025-04-02 15:57:44,565.5059,565.58,565.5059,565.5599
2025-04-02 15:57:48,565.555,565.59,565.3828,565.57
2025-04-02 15:57:52,565.5616,565.59,565.51,565.51
2025-04-02 15:57:56,565.51,565.57,565.3973,565.56
2025-04-02 15:58:00,565.56,565.59,565.5,565.5
2025-04-02 15:58:04,565.501,565.56,565.4036,565.52
2025-04-02 15:58:08,565.51,565.57,565.5029,565.57
2025-04-02 15:58:12,565.55,565.59,565.4128,565.56
2025-04-02 15:58:16,565.57,565.58,565.48,565.51
2025-04-02 15:58:20,565.495,565.53,565.4601,565.47
2025-04-02 15:58:24,565.46,565.5322,565.405,565.41
2025-04-02 15:58:28,565.4,565.44,561.165,565.43
2025-04-02 15:58:32,565.435,565.51,565.4,565.4407
2025-04-02 15:58:36,565.49,565.52,561.165,565.385
2025-04-02 15:58:40,565.39,565.4597,565.38,565.415
2025-04-02 15:58:44,565.41,565.4968,565.36,565.4
2025-04-02 15:58:48,565.42,565.4449,565.385,565.415
2025-04-02 15:58:52,565.42,565.4937,565.41,565.425
2025-04-02 15:58:56,565.42,565.43,565.35,565.37
2025-04-02 15:59:00,565.37,565.41,565.2,565.3001
2025-04-02 15:59:04,565.31,565.4293,561.165,565.19
2025-04-02 15:59:08,565.19,565.4201,561.165,565.06
2025-04-02 15:59:12,565.07,565.4079,565.07,565.145
2025-04-02 15:59:16,565.14,565.29,565.125,565.185
2025-04-02 15:59:20,565.19,565.2372,565.09,565.09
2025-04-02 15:59:24,561.165,565.15,561.165,565.1
2025-04-02 15:59:28,565.09,565.13,565.05,565.075
2025-04-02 15:59:32,565.08,565.1,564.99,564.995
2025-04-02 15:59:36,565.0,565.01,561.165,564.89
2025-04-02 15:59:40,564.9,564.99,561.165,564.99
2025-04-02 15:59:44,564.99,565.13,564.99,565.02
2025-04-02 15:59:48,565.02,565.05,561.165,564.98
2025-04-02 15:59:52,564.95,565.03,564.89,564.9
2025-04-02 15:59:56,564.9,564.91,564.62,564.65
2025-04-02 16:00:00,564.65,564.75,564.45,564.65
2025-04-02 16:00:04,564.69,564.71,564.63,564.66
2025-04-02 16:00:08,564.59,564.6,564.33,564.47
2025-04-02 16:00:12,564.39,564.52,564.26,564.38
2025-04-02 16:00:16,564.4,564.58,564.39,564.54
2025-04-02 16:00:20,564.49,565.35,564.4,564.5096
2025-04-02 16:00:24,564.46,564.58,564.46,564.54
2025-04-02 16:00:28,564.55,564.64,564.48,564.5399
2025-04-02 16:00:32,564.52,564.52,564.41,564.46
2025-04-02 16:00:36,564.46,564.48,564.3,564.33
2025-04-02 16:00:40,564.3,564.4,564.18,564.34
2025-04-02 16:00:44,564.4,564.48,564.33,564.48
2025-04-02 16:00:48,564.47,564.55,564.46,564.46
2025-04-02 16:00:52,564.52,564.52,564.39,564.4093
2025-04-02 16:00:56,564.4093,564.47,564.39,564.47
2025-04-02 16:01:00,564.45,564.45,564.3,564.41
2025-04-02 16:01:04,564.4,564.4,564.28,564.3
2025-04-02 16:01:08,564.32,564.44,564.03,564.41
2025-04-02 16:01:12,564.44,564.54,564.43,564.51
2025-04-02 16:01:16,564.55,564.55,564.4,564.4
2025-04-02 16:01:20,564.45,564.49,564.38,564.49
2025-04-02 16:01:24,564.461,564.61,564.45,564.55
2025-04-02 16:01:28,564.58,564.62,564.25,564.51
2025-04-02 16:01:32,564.42,564.45,564.36,564.4
2025-04-02 16:01:36,564.37,564.47,564.35,564.39
2025-04-02 16:01:40,564.4,564.44,564.37,564.44
2025-04-02 16:01:44,564.4,564.6,564.4,564.5
2025-04-02 16:01:48,564.52,564.52,564.11,564.49
2025-04-02 16:01:52,564.51,564.555,564.5,564.52
2025-04-02 16:01:56,564.55,564.55,564.44,564.44
2025-04-02 16:02:00,564.48,564.52,564.44,564.47
2025-04-02 16:02:04,564.48,564.5,564.43,564.43
2025-04-02 16:02:08,564.4,564.42,564.29,564.32
2025-04-02 16:02:12,564.32,564.44,564.32,564.44
2025-04-02 16:02:16,564.44,564.44,564.4212,564.44
2025-04-02 16:02:20,564.44,564.4598,564.4,564.42
2025-04-02 16:02:24,564.44,564.44,564.4,564.4
2025-04-02 16:02:28,564.4,564.42,564.4,564.4088
2025-04-02 16:02:32,564.389,564.4,564.35,564.375
2025-04-02 16:02:36,564.3999,564.3999,564.27,564.27
2025-04-02 16:02:40,564.33,564.5,564.33,564.5
